shipment_status_history_id,shipment_id,shipment_status_id,status_from,status_to
27457,6917,2,2025-08-25 04:51:58,2025-08-26 04:51:58
27458,6917,3,2025-08-26 04:51:58,2025-08-27 04:51:58
27459,6917,4,2025-08-27 04:51:58,
27460,6918,1,2025-01-10 20:45:40,2025-01-11 18:45:40
27461,6918,2,2025-01-11 18:45:40,2025-01-12 18:45:40
27462,6918,3,2025-01-12 18:45:40,2025-01-13 18:45:40
27463,6918,4,2025-01-13 18:45:40,
27464,6919,1,2025-10-23 08:20:08,2025-10-24 06:20:08
27465,6919,2,2025-10-24 06:20:08,2025-10-25 06:20:08
27466,6919,3,2025-10-25 06:20:08,2025-10-26 06:20:08
27467,6919,4,2025-10-26 06:20:08,
27468,6920,1,2025-01-12 08:35:51,2025-01-13 06:35:51
27469,6920,2,2025-01-13 06:35:51,2025-01-14 06:35:51
27470,6920,3,2025-01-14 06:35:51,2025-01-15 06:35:51
27471,6920,4,2025-01-15 06:35:51,
27472,6921,1,2025-07-29 22:06:35,2025-07-30 20:06:35
27473,6921,2,2025-07-30 20:06:35,2025-07-31 20:06:35
27474,6921,3,2025-07-31 20:06:35,2025-08-01 20:06:35
27475,6921,4,2025-08-01 20:06:35,
27476,6922,1,2025-02-08 15:19:55,2025-02-09 13:19:55
27477,6922,2,2025-02-09 13:19:55,2025-02-10 13:19:55
27478,6922,3,2025-02-10 13:19:55,2025-02-11 13:19:55
27479,6922,4,2025-02-11 13:19:55,
27480,6923,1,2025-05-09 14:33:48,2025-05-10 12:33:48
27481,6923,2,2025-05-10 12:33:48,2025-05-11 12:33:48
27482,6923,3,2025-05-11 12:33:48,2025-05-12 12:33:48
27483,6923,4,2025-05-12 12:33:48,
27484,6924,1,2025-08-17 17:00:53,2025-08-18 15:00:53
27485,6924,2,2025-08-18 15:00:53,2025-08-19 15:00:53
27486,6924,3,2025-08-19 15:00:53,2025-08-20 15:00:53
27487,6924,4,2025-08-20 15:00:53,
27488,6925,1,2025-07-09 00:59:20,2025-07-09 22:59:20
27489,6925,2,2025-07-09 22:59:20,2025-07-10 22:59:20
27490,6925,3,2025-07-10 22:59:20,2025-07-11 22:59:20
27491,6925,4,2025-07-11 22:59:20,
27492,6926,1,2025-11-22 01:41:19,2025-11-22 23:41:19
27493,6926,2,2025-11-22 23:41:19,2025-11-23 23:41:19
27494,6926,3,2025-11-23 23:41:19,2025-11-24 23:41:19
27495,6926,4,2025-11-24 23:41:19,
27496,6927,1,2025-11-06 22:51:16,2025-11-07 20:51:16
27497,6927,2,2025-11-07 20:51:16,2025-11-08 20:51:16
27498,6927,3,2025-11-08 20:51:16,2025-11-09 20:51:16
27499,6927,4,2025-11-09 20:51:16,
27500,6928,1,2025-01-04 12:31:25,2025-01-05 10:31:25
27501,6928,2,2025-01-05 10:31:25,2025-01-06 10:31:25
27502,6928,3,2025-01-06 10:31:25,2025-01-07 10:31:25
27503,6928,4,2025-01-07 10:31:25,
27504,6929,1,2025-06-06 11:54:25,2025-06-07 09:54:25
27505,6929,2,2025-06-07 09:54:25,2025-06-08 09:54:25
27506,6929,3,2025-06-08 09:54:25,2025-06-09 09:54:25
27507,6929,4,2025-06-09 09:54:25,
27508,6930,1,2025-08-25 08:53:54,2025-08-26 06:53:54
27509,6930,2,2025-08-26 06:53:54,2025-08-27 06:53:54
27510,6930,3,2025-08-27 06:53:54,2025-08-28 06:53:54
27511,6930,4,2025-08-28 06:53:54,
27512,6931,1,2025-09-09 11:56:48,2025-09-10 09:56:48
27513,6931,2,2025-09-10 09:56:48,2025-09-11 09:56:48
27514,6931,3,2025-09-11 09:56:48,2025-09-12 09:56:48
27515,6931,4,2025-09-12 09:56:48,
27516,6932,1,2025-12-21 08:56:50,2025-12-22 06:56:50
27517,6932,2,2025-12-22 06:56:50,2025-12-23 06:56:50
27518,6932,3,2025-12-23 06:56:50,2025-12-24 06:56:50
27519,6932,4,2025-12-24 06:56:50,
27520,6933,1,2025-03-03 09:29:17,2025-03-04 07:29:17
27521,6933,2,2025-03-04 07:29:17,2025-03-05 07:29:17
27522,6933,3,2025-03-05 07:29:17,2025-03-06 07:29:17
27523,6933,4,2025-03-06 07:29:17,
27524,6934,1,2025-10-11 23:52:31,2025-10-12 21:52:31
27525,6934,2,2025-10-12 21:52:31,2025-10-13 21:52:31
27526,6934,3,2025-10-13 21:52:31,2025-10-14 21:52:31
27527,6934,4,2025-10-14 21:52:31,
27528,6935,1,2025-10-02 19:23:22,2025-10-03 17:23:22
27529,6935,2,2025-10-03 17:23:22,2025-10-04 17:23:22
27530,6935,3,2025-10-04 17:23:22,2025-10-05 17:23:22
27531,6935,4,2025-10-05 17:23:22,
27532,6936,1,2025-04-18 16:46:58,2025-04-19 14:46:58
27533,6936,2,2025-04-19 14:46:58,2025-04-20 14:46:58
27534,6936,3,2025-04-20 14:46:58,2025-04-21 14:46:58
27535,6936,4,2025-04-21 14:46:58,
27536,6937,1,2025-04-10 16:47:19,2025-04-11 14:47:19
27537,6937,2,2025-04-11 14:47:19,2025-04-12 14:47:19
27538,6937,3,2025-04-12 14:47:19,2025-04-13 14:47:19
27539,6937,4,2025-04-13 14:47:19,
27540,6938,1,2025-08-09 06:20:04,2025-08-10 04:20:04
27541,6938,2,2025-08-10 04:20:04,2025-08-11 04:20:04
27542,6938,3,2025-08-11 04:20:04,2025-08-12 04:20:04
27543,6938,4,2025-08-12 04:20:04,
27544,6939,1,2025-09-01 21:03:46,2025-09-02 19:03:46
27545,6939,2,2025-09-02 19:03:46,2025-09-03 19:03:46
27546,6939,3,2025-09-03 19:03:46,2025-09-04 19:03:46
27547,6939,4,2025-09-04 19:03:46,
27548,6940,1,2025-09-03 06:58:10,2025-09-04 04:58:10
27549,6940,2,2025-09-04 04:58:10,2025-09-05 04:58:10
27550,6940,3,2025-09-05 04:58:10,2025-09-06 04:58:10
27551,6940,4,2025-09-06 04:58:10,
27552,6941,1,2025-06-24 02:10:52,2025-06-25 00:10:52
27553,6941,2,2025-06-25 00:10:52,2025-06-26 00:10:52
27554,6941,3,2025-06-26 00:10:52,2025-06-27 00:10:52
27555,6941,4,2025-06-27 00:10:52,
27556,6942,1,2025-04-27 02:13:14,2025-04-28 00:13:14
27557,6942,2,2025-04-28 00:13:14,2025-04-29 00:13:14
27558,6942,3,2025-04-29 00:13:14,2025-04-30 00:13:14
27559,6942,4,2025-04-30 00:13:14,
27560,6943,1,2025-12-01 23:09:22,2025-12-02 21:09:22
27561,6943,2,2025-12-02 21:09:22,2025-12-03 21:09:22
27562,6943,3,2025-12-03 21:09:22,2025-12-04 21:09:22
27563,6943,4,2025-12-04 21:09:22,
27564,6944,1,2025-08-07 02:02:10,2025-08-08 00:02:10
27565,6944,2,2025-08-08 00:02:10,2025-08-09 00:02:10
27566,6944,3,2025-08-09 00:02:10,2025-08-10 00:02:10
27567,6944,4,2025-08-10 00:02:10,
27568,6945,1,2025-01-21 05:24:17,2025-01-22 03:24:17
27569,6945,2,2025-01-22 03:24:17,2025-01-23 03:24:17
27570,6945,3,2025-01-23 03:24:17,2025-01-24 03:24:17
27571,6945,4,2025-01-24 03:24:17,
27572,6946,1,2025-05-21 18:58:39,2025-05-22 16:58:39
27573,6946,2,2025-05-22 16:58:39,2025-05-23 16:58:39
27574,6946,3,2025-05-23 16:58:39,2025-05-24 16:58:39
27575,6946,4,2025-05-24 16:58:39,
27576,6947,1,2025-06-17 09:10:10,2025-06-18 07:10:10
27577,6947,2,2025-06-18 07:10:10,2025-06-19 07:10:10
27578,6947,3,2025-06-19 07:10:10,2025-06-20 07:10:10
27579,6947,4,2025-06-20 07:10:10,
27580,6948,1,2025-08-07 00:08:24,2025-08-07 22:08:24
27581,6948,2,2025-08-07 22:08:24,2025-08-08 22:08:24
27582,6948,3,2025-08-08 22:08:24,2025-08-09 22:08:24
27583,6948,4,2025-08-09 22:08:24,
27584,6949,1,2025-02-27 15:45:30,2025-02-28 13:45:30
27585,6949,2,2025-02-28 13:45:30,2025-03-01 13:45:30
27586,6949,3,2025-03-01 13:45:30,2025-03-02 13:45:30
27587,6949,4,2025-03-02 13:45:30,
27588,6950,1,2025-05-09 00:50:17,2025-05-09 22:50:17
27589,6950,2,2025-05-09 22:50:17,2025-05-10 22:50:17
27590,6950,3,2025-05-10 22:50:17,2025-05-11 22:50:17
27591,6950,4,2025-05-11 22:50:17,
27592,6951,1,2025-02-28 16:10:20,2025-03-01 14:10:20
27593,6951,2,2025-03-01 14:10:20,2025-03-02 14:10:20
27594,6951,3,2025-03-02 14:10:20,2025-03-03 14:10:20
27595,6951,4,2025-03-03 14:10:20,
27596,6952,1,2025-10-26 00:52:56,2025-10-26 22:52:56
27597,6952,2,2025-10-26 22:52:56,2025-10-27 22:52:56
27598,6952,3,2025-10-27 22:52:56,2025-10-28 22:52:56
27599,6952,4,2025-10-28 22:52:56,
27600,6953,1,2025-05-28 17:54:01,2025-05-29 15:54:01
27601,6953,2,2025-05-29 15:54:01,2025-05-30 15:54:01
27602,6953,3,2025-05-30 15:54:01,2025-05-31 15:54:01
27603,6953,4,2025-05-31 15:54:01,
27604,6954,1,2025-05-04 20:03:25,2025-05-05 18:03:25
27605,6954,2,2025-05-05 18:03:25,2025-05-06 18:03:25
27606,6954,3,2025-05-06 18:03:25,2025-05-07 18:03:25
27607,6954,4,2025-05-07 18:03:25,
27608,6955,1,2025-05-20 00:33:41,2025-05-20 22:33:41
27609,6955,2,2025-05-20 22:33:41,2025-05-21 22:33:41
27610,6955,3,2025-05-21 22:33:41,2025-05-22 22:33:41
27611,6955,4,2025-05-22 22:33:41,
27612,6956,1,2025-06-09 22:21:36,2025-06-10 20:21:36
27613,6956,2,2025-06-10 20:21:36,2025-06-11 20:21:36
27614,6956,3,2025-06-11 20:21:36,2025-06-12 20:21:36
27615,6956,4,2025-06-12 20:21:36,
27616,6957,1,2025-09-07 08:49:51,2025-09-08 06:49:51
27617,6957,2,2025-09-08 06:49:51,2025-09-09 06:49:51
27618,6957,3,2025-09-09 06:49:51,2025-09-10 06:49:51
27619,6957,4,2025-09-10 06:49:51,
27620,6958,1,2025-01-10 07:04:54,2025-01-11 05:04:54
27621,6958,2,2025-01-11 05:04:54,2025-01-12 05:04:54
27622,6958,3,2025-01-12 05:04:54,2025-01-13 05:04:54
27623,6958,4,2025-01-13 05:04:54,
27624,6959,1,2025-11-24 23:14:22,2025-11-25 21:14:22
27625,6959,2,2025-11-25 21:14:22,2025-11-26 21:14:22
27626,6959,3,2025-11-26 21:14:22,2025-11-27 21:14:22
27627,6959,4,2025-11-27 21:14:22,
27628,6960,1,2025-09-30 00:31:21,2025-09-30 22:31:21
27629,6960,2,2025-09-30 22:31:21,2025-10-01 22:31:21
27630,6960,3,2025-10-01 22:31:21,2025-10-02 22:31:21
27631,6960,4,2025-10-02 22:31:21,
27632,6961,1,2025-03-04 15:16:04,2025-03-05 13:16:04
27633,6961,2,2025-03-05 13:16:04,2025-03-06 13:16:04
27634,6961,3,2025-03-06 13:16:04,2025-03-07 13:16:04
27635,6961,4,2025-03-07 13:16:04,
27636,6962,1,2025-12-12 05:10:48,2025-12-13 03:10:48
27637,6962,2,2025-12-13 03:10:48,2025-12-14 03:10:48
27638,6962,3,2025-12-14 03:10:48,2025-12-15 03:10:48
27639,6962,4,2025-12-15 03:10:48,
27640,6963,1,2025-04-06 17:36:04,2025-04-07 15:36:04
27641,6963,2,2025-04-07 15:36:04,2025-04-08 15:36:04
27642,6963,3,2025-04-08 15:36:04,2025-04-09 15:36:04
27643,6963,4,2025-04-09 15:36:04,
27644,6964,1,2025-04-29 15:07:18,2025-04-30 13:07:18
27645,6964,2,2025-04-30 13:07:18,2025-05-01 13:07:18
27646,6964,3,2025-05-01 13:07:18,2025-05-02 13:07:18
27647,6964,4,2025-05-02 13:07:18,
27648,6965,1,2025-02-09 17:30:09,2025-02-10 15:30:09
27649,6965,2,2025-02-10 15:30:09,2025-02-11 15:30:09
27650,6965,3,2025-02-11 15:30:09,2025-02-12 15:30:09
27651,6965,4,2025-02-12 15:30:09,
27652,6966,1,2025-03-11 13:31:58,2025-03-12 11:31:58
27653,6966,2,2025-03-12 11:31:58,2025-03-13 11:31:58
27654,6966,3,2025-03-13 11:31:58,2025-03-14 11:31:58
27655,6966,4,2025-03-14 11:31:58,
27656,6967,1,2025-01-09 05:51:19,2025-01-10 03:51:19
27657,6967,2,2025-01-10 03:51:19,2025-01-11 03:51:19
27658,6967,3,2025-01-11 03:51:19,2025-01-12 03:51:19
27659,6967,4,2025-01-12 03:51:19,
27660,6968,1,2025-04-16 14:32:13,2025-04-17 12:32:13
27661,6968,2,2025-04-17 12:32:13,2025-04-18 12:32:13
27662,6968,3,2025-04-18 12:32:13,2025-04-19 12:32:13
27663,6968,4,2025-04-19 12:32:13,
27664,6969,1,2025-08-03 03:52:27,2025-08-04 01:52:27
27665,6969,2,2025-08-04 01:52:27,2025-08-05 01:52:27
27666,6969,3,2025-08-05 01:52:27,2025-08-06 01:52:27
27667,6969,4,2025-08-06 01:52:27,
27668,6970,1,2025-09-02 20:43:46,2025-09-03 18:43:46
27669,6970,2,2025-09-03 18:43:46,2025-09-04 18:43:46
27670,6970,3,2025-09-04 18:43:46,2025-09-05 18:43:46
27671,6970,4,2025-09-05 18:43:46,
27672,6971,1,2025-09-17 08:12:15,2025-09-18 06:12:15
27673,6971,2,2025-09-18 06:12:15,2025-09-19 06:12:15
27674,6971,3,2025-09-19 06:12:15,2025-09-20 06:12:15
27675,6971,4,2025-09-20 06:12:15,
27676,6972,1,2025-10-06 02:40:34,2025-10-07 00:40:34
27677,6972,2,2025-10-07 00:40:34,2025-10-08 00:40:34
27678,6972,3,2025-10-08 00:40:34,2025-10-09 00:40:34
27679,6972,4,2025-10-09 00:40:34,
27680,6973,1,2025-04-13 11:02:21,2025-04-14 09:02:21
27681,6973,2,2025-04-14 09:02:21,2025-04-15 09:02:21
27682,6973,3,2025-04-15 09:02:21,2025-04-16 09:02:21
27683,6973,4,2025-04-16 09:02:21,
27684,6974,1,2025-12-27 23:29:42,2025-12-28 21:29:42
27685,6974,2,2025-12-28 21:29:42,2025-12-29 21:29:42
27686,6974,3,2025-12-29 21:29:42,2025-12-30 21:29:42
27687,6974,4,2025-12-30 21:29:42,
27688,6975,1,2025-02-14 10:25:41,2025-02-15 08:25:41
27689,6975,2,2025-02-15 08:25:41,2025-02-16 08:25:41
27690,6975,3,2025-02-16 08:25:41,2025-02-17 08:25:41
27691,6975,4,2025-02-17 08:25:41,
27692,6976,1,2025-01-16 09:39:10,2025-01-17 07:39:10
27693,6976,2,2025-01-17 07:39:10,2025-01-18 07:39:10
27694,6976,3,2025-01-18 07:39:10,2025-01-19 07:39:10
27695,6976,4,2025-01-19 07:39:10,
27696,6977,1,2025-01-15 07:00:40,2025-01-16 05:00:40
27697,6977,2,2025-01-16 05:00:40,2025-01-17 05:00:40
27698,6977,3,2025-01-17 05:00:40,2025-01-18 05:00:40
27699,6977,4,2025-01-18 05:00:40,
27700,6978,1,2025-08-13 02:37:43,2025-08-14 00:37:43
27701,6978,2,2025-08-14 00:37:43,2025-08-15 00:37:43
27702,6978,3,2025-08-15 00:37:43,2025-08-16 00:37:43
27703,6978,4,2025-08-16 00:37:43,
27704,6979,1,2025-06-14 14:43:30,2025-06-15 12:43:30
27705,6979,2,2025-06-15 12:43:30,2025-06-16 12:43:30
27706,6979,3,2025-06-16 12:43:30,2025-06-17 12:43:30
27707,6979,4,2025-06-17 12:43:30,
27708,6980,1,2025-03-02 20:28:05,2025-03-03 18:28:05
27709,6980,2,2025-03-03 18:28:05,2025-03-04 18:28:05
27710,6980,3,2025-03-04 18:28:05,2025-03-05 18:28:05
27711,6980,4,2025-03-05 18:28:05,
27712,6981,1,2025-02-02 20:31:46,2025-02-03 18:31:46
27713,6981,2,2025-02-03 18:31:46,2025-02-04 18:31:46
27714,6981,3,2025-02-04 18:31:46,2025-02-05 18:31:46
27715,6981,4,2025-02-05 18:31:46,
27716,6982,1,2025-02-26 14:37:44,2025-02-27 12:37:44
27717,6982,2,2025-02-27 12:37:44,2025-02-28 12:37:44
27718,6982,3,2025-02-28 12:37:44,2025-03-01 12:37:44
27719,6982,4,2025-03-01 12:37:44,
27720,6983,1,2025-09-16 08:21:33,2025-09-17 06:21:33
27721,6983,2,2025-09-17 06:21:33,2025-09-18 06:21:33
27722,6983,3,2025-09-18 06:21:33,2025-09-19 06:21:33
27723,6983,4,2025-09-19 06:21:33,
27724,6984,1,2025-05-02 14:44:38,2025-05-03 12:44:38
27725,6984,2,2025-05-03 12:44:38,2025-05-04 12:44:38
27726,6984,3,2025-05-04 12:44:38,2025-05-05 12:44:38
27727,6984,4,2025-05-05 12:44:38,
27728,6985,1,2025-03-10 16:57:01,2025-03-11 14:57:01
27729,6985,2,2025-03-11 14:57:01,2025-03-12 14:57:01
27730,6985,3,2025-03-12 14:57:01,2025-03-13 14:57:01
27731,6985,4,2025-03-13 14:57:01,
27732,6986,1,2025-10-01 17:30:27,2025-10-02 15:30:27
27733,6986,2,2025-10-02 15:30:27,2025-10-03 15:30:27
27734,6986,3,2025-10-03 15:30:27,2025-10-04 15:30:27
27735,6986,4,2025-10-04 15:30:27,
27736,6987,1,2025-01-19 20:43:13,2025-01-20 18:43:13
27737,6987,2,2025-01-20 18:43:13,2025-01-21 18:43:13
27738,6987,3,2025-01-21 18:43:13,2025-01-22 18:43:13
27739,6987,4,2025-01-22 18:43:13,
27740,6988,1,2025-09-25 01:30:19,2025-09-25 23:30:19
27741,6988,2,2025-09-25 23:30:19,2025-09-26 23:30:19
27742,6988,3,2025-09-26 23:30:19,2025-09-27 23:30:19
27743,6988,4,2025-09-27 23:30:19,
27744,6989,1,2025-01-29 04:16:39,2025-01-30 02:16:39
27745,6989,2,2025-01-30 02:16:39,2025-01-31 02:16:39
27746,6989,3,2025-01-31 02:16:39,2025-02-01 02:16:39
27747,6989,4,2025-02-01 02:16:39,
27748,6990,1,2025-02-21 04:22:34,2025-02-22 02:22:34
27749,6990,2,2025-02-22 02:22:34,2025-02-23 02:22:34
27750,6990,3,2025-02-23 02:22:34,2025-02-24 02:22:34
27751,6990,4,2025-02-24 02:22:34,
27752,6991,1,2025-06-17 22:58:14,2025-06-18 20:58:14
27753,6991,2,2025-06-18 20:58:14,2025-06-19 20:58:14
27754,6991,3,2025-06-19 20:58:14,2025-06-20 20:58:14
27755,6991,4,2025-06-20 20:58:14,
27756,6992,1,2025-09-05 01:47:27,2025-09-05 23:47:27
27757,6992,2,2025-09-05 23:47:27,2025-09-06 23:47:27
27758,6992,3,2025-09-06 23:47:27,2025-09-07 23:47:27
27759,6992,4,2025-09-07 23:47:27,
27760,6993,1,2025-01-04 16:35:59,2025-01-05 14:35:59
27761,6993,2,2025-01-05 14:35:59,2025-01-06 14:35:59
27762,6993,3,2025-01-06 14:35:59,2025-01-07 14:35:59
27763,6993,4,2025-01-07 14:35:59,
27764,6994,1,2025-10-05 11:45:12,2025-10-06 09:45:12
27765,6994,2,2025-10-06 09:45:12,2025-10-07 09:45:12
27766,6994,3,2025-10-07 09:45:12,2025-10-08 09:45:12
27767,6994,4,2025-10-08 09:45:12,
27768,6995,1,2025-05-03 11:16:09,2025-05-04 09:16:09
27769,6995,2,2025-05-04 09:16:09,2025-05-05 09:16:09
27770,6995,3,2025-05-05 09:16:09,2025-05-06 09:16:09
27771,6995,4,2025-05-06 09:16:09,
27772,6996,1,2025-03-21 21:45:50,2025-03-22 19:45:50
27773,6996,2,2025-03-22 19:45:50,2025-03-23 19:45:50
27774,6996,3,2025-03-23 19:45:50,2025-03-24 19:45:50
27775,6996,4,2025-03-24 19:45:50,
27776,6997,1,2025-03-12 15:12:16,2025-03-13 13:12:16
27777,6997,2,2025-03-13 13:12:16,2025-03-14 13:12:16
27778,6997,3,2025-03-14 13:12:16,2025-03-15 13:12:16
27779,6997,4,2025-03-15 13:12:16,
27780,6998,1,2025-04-26 22:27:32,2025-04-27 20:27:32
27781,6998,2,2025-04-27 20:27:32,2025-04-28 20:27:32
27782,6998,3,2025-04-28 20:27:32,2025-04-29 20:27:32
27783,6998,4,2025-04-29 20:27:32,
27784,6999,1,2025-01-27 20:33:40,2025-01-28 18:33:40
27785,6999,2,2025-01-28 18:33:40,2025-01-29 18:33:40
27786,6999,3,2025-01-29 18:33:40,2025-01-30 18:33:40
27787,6999,4,2025-01-30 18:33:40,
27788,7000,1,2025-05-30 21:53:25,2025-05-31 19:53:25
27789,7000,2,2025-05-31 19:53:25,2025-06-01 19:53:25
27790,7000,3,2025-06-01 19:53:25,2025-06-02 19:53:25
27791,7000,4,2025-06-02 19:53:25,
27792,7001,1,2025-06-20 10:56:19,2025-06-21 08:56:19
27793,7001,2,2025-06-21 08:56:19,2025-06-22 08:56:19
27794,7001,3,2025-06-22 08:56:19,2025-06-23 08:56:19
27795,7001,4,2025-06-23 08:56:19,
27796,7002,1,2025-01-03 01:55:53,2025-01-03 23:55:53
27797,7002,2,2025-01-03 23:55:53,2025-01-04 23:55:53
27798,7002,3,2025-01-04 23:55:53,2025-01-05 23:55:53
27799,7002,4,2025-01-05 23:55:53,
27800,7003,1,2025-12-12 15:23:32,2025-12-13 13:23:32
27801,7003,2,2025-12-13 13:23:32,2025-12-14 13:23:32
27802,7003,3,2025-12-14 13:23:32,2025-12-15 13:23:32
27803,7003,4,2025-12-15 13:23:32,
27804,7004,1,2025-06-03 01:59:27,2025-06-03 23:59:27
27805,7004,2,2025-06-03 23:59:27,2025-06-04 23:59:27
27806,7004,3,2025-06-04 23:59:27,2025-06-05 23:59:27
27807,7004,4,2025-06-05 23:59:27,
27808,7005,1,2025-12-13 09:39:35,2025-12-14 07:39:35
27809,7005,2,2025-12-14 07:39:35,2025-12-15 07:39:35
27810,7005,3,2025-12-15 07:39:35,2025-12-16 07:39:35
27811,7005,4,2025-12-16 07:39:35,
27812,7006,1,2025-12-19 08:35:19,2025-12-20 06:35:19
27813,7006,2,2025-12-20 06:35:19,2025-12-21 06:35:19
27814,7006,3,2025-12-21 06:35:19,2025-12-22 06:35:19
27815,7006,4,2025-12-22 06:35:19,
27816,7007,1,2025-09-29 20:02:58,2025-09-30 18:02:58
27817,7007,2,2025-09-30 18:02:58,2025-10-01 18:02:58
27818,7007,3,2025-10-01 18:02:58,2025-10-02 18:02:58
27819,7007,4,2025-10-02 18:02:58,
27820,7008,1,2025-07-18 09:09:36,2025-07-19 07:09:36
27821,7008,2,2025-07-19 07:09:36,2025-07-20 07:09:36
27822,7008,3,2025-07-20 07:09:36,2025-07-21 07:09:36
27823,7008,4,2025-07-21 07:09:36,
27824,7009,1,2025-11-09 11:59:14,2025-11-10 09:59:14
27825,7009,2,2025-11-10 09:59:14,2025-11-11 09:59:14
27826,7009,3,2025-11-11 09:59:14,2025-11-12 09:59:14
27827,7009,4,2025-11-12 09:59:14,
27828,7010,1,2025-10-22 18:53:40,2025-10-23 16:53:40
27829,7010,2,2025-10-23 16:53:40,2025-10-24 16:53:40
27830,7010,3,2025-10-24 16:53:40,2025-10-25 16:53:40
27831,7010,4,2025-10-25 16:53:40,
27832,7011,1,2025-01-28 07:19:45,2025-01-29 05:19:45
27833,7011,2,2025-01-29 05:19:45,2025-01-30 05:19:45
27834,7011,3,2025-01-30 05:19:45,2025-01-31 05:19:45
27835,7011,4,2025-01-31 05:19:45,
27836,7012,1,2025-11-24 22:47:08,2025-11-25 20:47:08
27837,7012,2,2025-11-25 20:47:08,2025-11-26 20:47:08
27838,7012,3,2025-11-26 20:47:08,2025-11-27 20:47:08
27839,7012,4,2025-11-27 20:47:08,
27840,7013,1,2025-06-18 12:47:45,2025-06-19 10:47:45
27841,7013,2,2025-06-19 10:47:45,2025-06-20 10:47:45
27842,7013,3,2025-06-20 10:47:45,2025-06-21 10:47:45
27843,7013,4,2025-06-21 10:47:45,
27844,7014,1,2025-04-15 23:12:24,2025-04-16 21:12:24
27845,7014,2,2025-04-16 21:12:24,2025-04-17 21:12:24
27846,7014,3,2025-04-17 21:12:24,2025-04-18 21:12:24
27847,7014,4,2025-04-18 21:12:24,
27848,7015,1,2025-07-27 01:26:38,2025-07-27 23:26:38
27849,7015,2,2025-07-27 23:26:38,2025-07-28 23:26:38
27850,7015,3,2025-07-28 23:26:38,2025-07-29 23:26:38
27851,7015,4,2025-07-29 23:26:38,
27852,7016,1,2025-01-18 14:32:58,2025-01-19 12:32:58
27853,7016,2,2025-01-19 12:32:58,2025-01-20 12:32:58
27854,7016,3,2025-01-20 12:32:58,2025-01-21 12:32:58
27855,7016,4,2025-01-21 12:32:58,
27856,7017,1,2025-10-27 21:17:23,2025-10-28 19:17:23
27857,7017,2,2025-10-28 19:17:23,2025-10-29 19:17:23
27858,7017,3,2025-10-29 19:17:23,2025-10-30 19:17:23
27859,7017,4,2025-10-30 19:17:23,
27860,7018,1,2025-08-06 14:16:37,2025-08-07 12:16:37
27861,7018,2,2025-08-07 12:16:37,2025-08-08 12:16:37
27862,7018,3,2025-08-08 12:16:37,2025-08-09 12:16:37
27863,7018,4,2025-08-09 12:16:37,
27864,7019,1,2025-07-29 11:33:21,2025-07-30 09:33:21
27865,7019,2,2025-07-30 09:33:21,2025-07-31 09:33:21
27866,7019,3,2025-07-31 09:33:21,2025-08-01 09:33:21
27867,7019,4,2025-08-01 09:33:21,
27868,7020,1,2025-08-19 18:00:53,2025-08-20 16:00:53
27869,7020,2,2025-08-20 16:00:53,2025-08-21 16:00:53
27870,7020,3,2025-08-21 16:00:53,2025-08-22 16:00:53
27871,7020,4,2025-08-22 16:00:53,
27872,7021,1,2025-08-31 04:46:34,2025-09-01 02:46:34
27873,7021,2,2025-09-01 02:46:34,2025-09-02 02:46:34
27874,7021,3,2025-09-02 02:46:34,2025-09-03 02:46:34
27875,7021,4,2025-09-03 02:46:34,
27876,7022,1,2025-12-08 17:27:17,2025-12-09 15:27:17
27877,7022,2,2025-12-09 15:27:17,2025-12-10 15:27:17
27878,7022,3,2025-12-10 15:27:17,2025-12-11 15:27:17
27879,7022,4,2025-12-11 15:27:17,
27880,7023,1,2025-01-05 03:34:56,2025-01-06 01:34:56
27881,7023,2,2025-01-06 01:34:56,2025-01-07 01:34:56
27882,7023,3,2025-01-07 01:34:56,2025-01-08 01:34:56
27883,7023,4,2025-01-08 01:34:56,
27884,7024,1,2025-04-29 07:29:09,2025-04-30 05:29:09
27885,7024,2,2025-04-30 05:29:09,2025-05-01 05:29:09
27886,7024,3,2025-05-01 05:29:09,2025-05-02 05:29:09
27887,7024,4,2025-05-02 05:29:09,
27888,7025,1,2025-03-04 01:08:18,2025-03-04 23:08:18
27889,7025,2,2025-03-04 23:08:18,2025-03-05 23:08:18
27890,7025,3,2025-03-05 23:08:18,2025-03-06 23:08:18
27891,7025,4,2025-03-06 23:08:18,
27892,7026,1,2025-08-03 17:11:11,2025-08-04 15:11:11
27893,7026,2,2025-08-04 15:11:11,2025-08-05 15:11:11
27894,7026,3,2025-08-05 15:11:11,2025-08-06 15:11:11
27895,7026,4,2025-08-06 15:11:11,
27896,7027,1,2025-10-27 01:38:53,2025-10-27 23:38:53
27897,7027,2,2025-10-27 23:38:53,2025-10-28 23:38:53
27898,7027,3,2025-10-28 23:38:53,2025-10-29 23:38:53
27899,7027,4,2025-10-29 23:38:53,
27900,7028,1,2025-08-21 17:44:02,2025-08-22 15:44:02
27901,7028,2,2025-08-22 15:44:02,2025-08-23 15:44:02
27902,7028,3,2025-08-23 15:44:02,2025-08-24 15:44:02
27903,7028,4,2025-08-24 15:44:02,
27904,7029,1,2025-10-03 16:52:53,2025-10-04 14:52:53
27905,7029,2,2025-10-04 14:52:53,2025-10-05 14:52:53
27906,7029,3,2025-10-05 14:52:53,2025-10-06 14:52:53
